,drugname_brand,drugname_generic,anatomical,therapeutic,pharmacologic,chemical,substance,name
107,ADRENALIN,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE BITARTRATE
108,ADRENALIN,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE
109,ADRENALIN,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
110,ADRENALIN,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE BITARTRATE
111,ADRENALIN,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE
112,ADRENALIN,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
113,ADRENALIN,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
114,ADRENALIN,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE
115,ADRENALIN,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
116,ADRENALIN,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE BITARTRATE
117,ADRENALIN,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE
118,ADRENALIN,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
119,ADRENALIN,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
120,ADRENALIN,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE
121,ADRENALIN,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
122,ADRENALIN,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE BITARTRATE
123,ADRENALIN CHLORIDE,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE
124,ADRENALIN CHLORIDE,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
125,ADRENALIN CHLORIDE,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE BITARTRATE
126,ADRENALIN CHLORIDE,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE
127,ADRENALIN CHLORIDE,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
128,ADRENALIN CHLORIDE,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE BITARTRATE
129,ADRENALIN CHLORIDE,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE
130,ADRENALIN CHLORIDE,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
131,ADRENALIN CHLORIDE,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
132,ADRENALIN CHLORIDE,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE
133,ADRENALIN CHLORIDE,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
134,ADRENALIN CHLORIDE,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE BITARTRATE
135,ADRENALIN CHLORIDE,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE
136,ADRENALIN CHLORIDE,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
137,ADRENALIN CHLORIDE,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
138,ADRENALIN CHLORIDE,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE
139,ADRENALIN CHLORIDE,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
140,ADRENALIN CHLORIDE,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE BITARTRATE
141,AUVI-Q,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE
142,AUVI-Q,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
143,AUVI-Q,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE BITARTRATE
144,AUVI-Q,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE
145,AUVI-Q,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
146,AUVI-Q,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE BITARTRATE
147,AUVI-Q,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE
148,AUVI-Q,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
149,AUVI-Q,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
150,AUVI-Q,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE
151,AUVI-Q,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
152,AUVI-Q,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE BITARTRATE
153,AUVI-Q,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE
154,AUVI-Q,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
155,AUVI-Q,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
156,AUVI-Q,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE
157,AUVI-Q,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
158,AUVI-Q,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE BITARTRATE
159,EPINEPHRINE,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE
160,EPINEPHRINE,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
161,EPINEPHRINE,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE BITARTRATE
162,EPINEPHRINE,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE
163,EPINEPHRINE,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
164,EPINEPHRINE,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE BITARTRATE
165,EPINEPHRINE,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE
166,EPINEPHRINE,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
167,EPINEPHRINE,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
168,EPINEPHRINE,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE
169,EPINEPHRINE,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
170,EPINEPHRINE,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE BITARTRATE
171,EPINEPHRINE,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE
172,EPINEPHRINE,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
173,EPINEPHRINE,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
174,EPINEPHRINE,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE
175,EPINEPHRINE,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
176,EPINEPHRINE,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE BITARTRATE
177,EPIPEN,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE
178,EPIPEN,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
179,EPIPEN,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE BITARTRATE
180,EPIPEN,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE
181,EPIPEN,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
182,EPIPEN,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE BITARTRATE
183,EPIPEN,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE
184,EPIPEN,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
185,EPIPEN,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
186,EPIPEN,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE
187,EPIPEN,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
188,EPIPEN,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE BITARTRATE
189,EPIPEN,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE
190,EPIPEN,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
191,EPIPEN,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
192,EPIPEN,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE
193,EPIPEN,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
194,EPIPEN,EPINEPHRINE,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,SYMPATHOMIMETICS IN GLAUCOMA THERAPY,EPINEPHRINE,EPINEPHRINE BITARTRATE
195,EPIPEN 2-PAK,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE
196,EPIPEN 2-PAK,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
197,EPIPEN 2-PAK,EPINEPHRINE,ALIMENTARY TRACT AND METABOLISM,STOMATOLOGICAL PREPARATIONS,STOMATOLOGICAL PREPARATIONS,OTHER AGENTS FOR LOCAL ORAL TREATMENT,EPINEPHRINE,EPINEPHRINE BITARTRATE
198,EPIPEN 2-PAK,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE
199,EPIPEN 2-PAK,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
200,EPIPEN 2-PAK,EPINEPHRINE,BLOOD AND BLOOD FORMING ORGANS,ANTIHEMORRHAGICS,VITAMIN K AND OTHER HEMOSTATICS,LOCAL HEMOSTATICS,EPINEPHRINE,EPINEPHRINE BITARTRATE
201,EPIPEN 2-PAK,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE
202,EPIPEN 2-PAK,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
203,EPIPEN 2-PAK,EPINEPHRINE,CARDIOVASCULAR SYSTEM,CARDIAC THERAPY,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,ADRENERGIC AND DOPAMINERGIC AGENTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
204,EPIPEN 2-PAK,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE
205,EPIPEN 2-PAK,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
206,EPIPEN 2-PAK,EPINEPHRINE,RESPIRATORY SYSTEM,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"SYMPATHOMIMETICS, PLAIN",EPINEPHRINE,EPINEPHRINE BITARTRATE
207,EPIPEN 2-PAK,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE
208,EPIPEN 2-PAK,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE HYDROCHLORIDE
209,EPIPEN 2-PAK,EPINEPHRINE,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",ALPHA- AND BETA-ADRENORECEPTOR AGONISTS,EPINEPHRINE,EPINEPHRINE BITARTRATE
